crawl_date,crawl_datetime,id,name,price,url,rooms,m2,height,type,elevator,seller_phone,description,seller,seller_url
2022-04-09,2022-04-09 16:23:55,97031259,Piso en calle Moradas; Rondilla - Santa Clara; Valladolid,89.000,/inmueble/97031259/,3,66,Planta 3ª,exterior con ascensor,yes,983 982 719,DOÑA ELVIRA INMOBILIARIA VENDE.VISITELO RESERVANDO HORA EN EL WHASAP 610705522.Piso con muy buena ubicación a dos minutos de SAN PABLO....,Doña Elvira Inmobiliaria,/pro/dona-elvira-inmobiliaria/
2022-04-09,2022-04-09 16:23:55,96074708,Piso en calle Soto; Rondilla - Santa Clara; Valladolid,139.000,/inmueble/96074708/,3,109,Planta 6ª,interior con ascensor,yes,983 982 719,DOÑA ELVIRA INMOBILIARIA. VENDE.Magnifico piso junto a la AVD PALENCIA a 10 min de la Plaza mayor.Exterior a patio manzana; SOLEADO much...,Doña Elvira Inmobiliaria,/pro/dona-elvira-inmobiliaria/
2022-04-09,2022-04-09 16:23:55,97231174,Piso en Rondilla - Santa Clara; Valladolid,125.000,/inmueble/97231174/,3,98,Planta 1ª,exterior con ascensor,yes,983 981 053,SE VENDE PISO ZONA RONDILLA ( VALLADOLID ).Piso en venta de 3 dormitorios; salón cocina amueblada con electrodomésticos; baño totalmente...,Di campo agencia inmobiliaria,/pro/di-campo/
2022-04-09,2022-04-09 16:23:55,97241320,Piso en calle Moradas; Rondilla - Santa Clara; Valladolid,91.000,/inmueble/97241320/,3,66,Planta 3ª,exterior con ascensor,yes,983 984 257,En muy buena zona de la Rondilla; cercano al hospital; se vende este piso con orientación este; de 3 dormitorios; salón; cocina y baño; c...,Inmoesgueva c.b.,/pro/inmoesgueva/
2022-04-09,2022-04-09 16:23:55,97161405,Piso en portillo balboa; Rondilla - Santa Clara; Valladolid,150.900,/inmueble/97161405/,3,93,Planta 2ª,exterior con ascensor,yes,983 982 869,GRAN OPORTUNIDAD EN LA RONDILLA CON PLAZA DE GARAJE!.Este distrito vallisoletano nació entre 1956 y 1972; en plena expansión industrial....,Inmobiliaria Gutierrez & Asociados,/pro/inmobiliaria-gutierrez-y-asociados/
2022-04-09,2022-04-09 16:23:55,97004797,Piso en calle de Portillo de Balboa; Rondilla - Santa Clara; Valladolid,105.000,/inmueble/97004797/,3,87,Planta 4ª,exterior con ascensor,yes,983 984 013,Estas buscando una vivienda para hacerla tu hogar en el Barrio Rondilla; con una inmejorable situación; Inmobiliaria Remis te ofrece esta...,,
2022-04-09,2022-04-09 16:23:55,93656631,Piso en calle de Linares; Rondilla - Santa Clara; Valladolid,85.000,/inmueble/93656631/,3,76,Planta 5ª,exterior con ascensor,yes,983 280 534,Se vende piso de 76m2 en Rondilla cercano a Universidades y Hospital Clínico. Dispone de tres dormitorios que salen de la zona del salón....,Best House Valladolid Zorrilla,/pro/best-house-valladolid-zorrilla/
2022-04-09,2022-04-09 16:23:55,96946887,Piso en calle de Portillo de Balboa; Rondilla - Santa Clara; Valladolid,105.000,/inmueble/96946887/,3,83,Planta 4ª,exterior con ascensor,yes,983 982 857,AyF gestion inmobiliaria les ofrece un inmueble en muy buen estado y es ideal tanto para vivir e imvertir:.El piso cuenta con tres habita...,AyF Gestión Inmobiliaria,/pro/ayf-gestion-inmobiliaria/
2022-04-09,2022-04-09 16:23:55,97147158,Piso en calle Cardenal Cisneros; Rondilla - Santa Clara; Valladolid,73.000,/inmueble/97147158/,3,78,,exterior sin ascensor,no,983 984 032,SOTOCASA VENDE; piso muy luminoso situado en una de las calles principales del barrio de la Rondilla..La vivienda se ubica en una 4ª plan...,Sotocasa,/pro/sotocasa/
2022-04-09,2022-04-09 16:23:55,96070469,Piso en calle del Cardenal Torquemada; Rondilla - Santa Clara; Valladolid,135.000,/inmueble/96070469/,3,80,Planta 5ª,exterior con ascensor,yes,983 282 793,La casa agency vende este exclusivo piso reformado de ochenta metros construidos en el corazon del barrio de la rondilla. Consta de tres...,La Casa Agency - Punto Paseo Zorrilla,/pro/lacasaagencypuntozorrilla/
2022-04-09,2022-04-09 16:23:55,93987918,Piso en calle Nebrija; Rondilla - Santa Clara; Valladolid,91.800,/inmueble/93987918/,3,75,,interior sin ascensor,no,983 984 032,SOTOCASA vende piso en la zona de Rondilla; con 73 m2 construidos y 69 m2 útiles. La vivienda tiene 1 baño; cocina completamente independ...,Sotocasa,/pro/sotocasa/
2022-04-09,2022-04-09 16:23:55,96343407,Piso en Rondilla - Santa Clara; Valladolid,120.000,/inmueble/96343407/,3,84,Planta 3ª,exterior con ascensor,yes,983 985 243,Amplia vivienda exterior en buena zona de rondilla.distribuida en hall de entrada; 3 habitaciones grandes una de ellas con balcon; salon...,inmobiliaria torrecilla,/pro/inmobiliaria-torrecilla/
2022-04-09,2022-04-09 16:23:55,96942470,Piso en calle de Portillo de Balboa; Rondilla - Santa Clara; Valladolid,105.000,/inmueble/96942470/,3,76,Planta 4ª,exterior con ascensor,yes,983 984 257,Estupendo piso en la zona de La Rondilla; cerca del centro y con todo tipo de servicios al alcance de la mano; consta de tres dormitorios...,Inmoesgueva c.b.,/pro/inmoesgueva/
2022-04-09,2022-04-09 16:23:55,96310526,Piso en calle del Cardenal Torquemada; Rondilla - Santa Clara; Valladolid,77.900,/inmueble/96310526/,3,69,Planta 3ª,exterior con ascensor,yes,983 984 032,SOTOCASA VENDE INTERESANTE VIVIENDA EN CALLE CARDENAL TORQUEMADA 9. Se trata de una TERCERA PLANTA CON ASCENSOR distribuida en 3 dormitor...,Sotocasa,/pro/sotocasa/
2022-04-09,2022-04-09 16:23:55,91534721,Piso en calle ALVARO DE LUNA; Rondilla - Santa Clara; Valladolid,87.000,/inmueble/91534721/,2,72,Planta 2ª,exterior con ascensor,yes,983 984 257,Piso en venta en zona Rondilla para reformar; consta de 2 dormitorios; amplio salón independiente de 20m2 con acceso a terraza acristalad...,Inmoesgueva c.b.,/pro/inmoesgueva/
2022-04-09,2022-04-09 16:23:55,95912033,Piso en paseo de Renacimiento; 3; Rondilla - Santa Clara; Valladolid,89.000,/inmueble/95912033/,4,84,Planta 5ª,interior con ascensor,yes,615 889 196,Cocina con terraza despensa independiente; un baño amplio con ducha; salón – Tres habitaciones..Edificio de seis alturas; interior. Muy l...,,
2022-04-09,2022-04-09 16:23:55,95397338,Piso en calle del Cardenal Torquemada; Rondilla - Santa Clara; Valladolid,135.000,/inmueble/95397338/,4,106,Planta 1ª,exterior con ascensor,yes,983 982 719,DOÑA ELVIRA INMOBILIARIA.. . VENDE..VIVIENDA MUY LUMINOSA; EXTERIOR e INTERIOR a PATIO MANZANA..MAGNIFICO PISO EN PERFECTO ESTADO..DIST...,Doña Elvira Inmobiliaria,/pro/dona-elvira-inmobiliaria/
2022-04-09,2022-04-09 16:23:55,97329417,Piso en moradas; 3; Rondilla - Santa Clara; Valladolid,115.000,/inmueble/97329417/,3,69,Planta 3ª,exterior con ascensor,yes,983 283 208,INMOBILIARIA ESTUDIO RONDILLA VENDE.Extraordinaria vivienda en la mejor zona de la rondilla; a 200 metros de santa clara; zona muy tranqu...,,
2022-04-09,2022-04-09 16:23:55,96872150,Piso en calle Moradas; 3; Rondilla - Santa Clara; Valladolid,88.000,/inmueble/96872150/,3,69,Planta 3ª,exterior con ascensor,yes,983 283 208,INMOBILIARIA ESTUDIO RONDILLA vende.Estupendo piso en calle moradas; muy cerquita de la zona de santa-clara; la vivienda esta distribuida...,,
2022-04-09,2022-04-09 16:23:55,97171468,Piso en Rondilla - Santa Clara; Valladolid,94.900,/inmueble/97171468/,3,87,Planta 4ª,exterior con ascensor,yes,635 436 641,EL MEJOR PISO DE RONDILLA; EN ZONA INMEJORABLE..¿Estás cansado de ver pisos mal distribuidos; escasos de metros; oscuros o sin ascensor?...,"Activa Soluciones Inmobiliarias, S.L.",/pro/1100145471389704944-130017525/
2022-04-09,2022-04-09 16:23:55,96940038,Piso en paseo de Renacimiento; 4; Rondilla - Santa Clara; Valladolid,125.000,/inmueble/96940038/,3,72,Planta 1ª,exterior con ascensor,yes,983 985 786,OPORTUNIDAD JUNTO AL PUENTE MAYOR! Vivienda para entrar a vivir. Consta de 72m2. distribuidos en TRES dormitorios; UN baño completo con b...,Proremar inmuebles sl,/pro/proremar/
2022-04-09,2022-04-09 16:23:55,96939422,Piso en calle de Portillo de Balboa; 46; Rondilla - Santa Clara; Valladolid,105.000,/inmueble/96939422/,3,76,Planta 4ª,exterior con ascensor,yes,983 280 963,INMOBILIARIA ESTUDIO RONDILLA; vende espectacular piso en la Calle Portillo Balboa..Inmejorable situación dentro del barrio de Rondilla....,,
2022-04-09,2022-04-09 16:23:55,97218736,Piso en avenida Palencia; 17; Rondilla - Santa Clara; Valladolid,161.000,/inmueble/97218736/,4,118,Planta 4ª,exterior con ascensor,yes,983 282 947,INMOBILIARIA ESTUDIO RONDILLA vende espectacular piso en Avenida Palencia de 92m útiles..Excelente ubicación con todos los servicios nece...,,
2022-04-09,2022-04-09 16:23:55,97310950,Piso en calle Lope de Vega; Rondilla - Santa Clara; Valladolid,129.000,/inmueble/97310950/,3,86,Planta 5ª,exterior con ascensor,yes,983 283 241,Vivienda reformada; totalmente exterior con vistas a Cardenal Cisneros; Lope de Vega y San Juan de Ávila..Se trata de una quinta plant...,,
2022-04-09,2022-04-09 16:23:55,30664196,Piso en calle gonzález dueñas; Rondilla - Santa Clara; Valladolid,114.000,/inmueble/30664196/,2,60,Planta 2ª,exterior con ascensor,yes,692 271 691,¡Ocasión! ..Comercial Inés: 692271691..Vivienda situada en la zona de Avenida de Palencia a un paso del centro..Piso totalmente reformado...,,
2022-04-09,2022-04-09 16:23:55,93152467,Piso en calle Olmo; Rondilla - Santa Clara; Valladolid,96.500,/inmueble/93152467/,3,75,Planta 4ª,exterior con ascensor,yes,983 984 468,Se vende piso junto a Av. Palencia; calle Olmo. Con una superficie construida de 75 m²; dispone de tres dormitorios; un cuarto de baño; s...,A&M consultora inmobiliaria,/pro/am-consultora-inmobiliaria/
2022-04-09,2022-04-09 16:23:55,95021007,Piso en linares; s/n; Rondilla - Santa Clara; Valladolid,64.900,/inmueble/95021007/,3,74,Planta 3ª,exterior sin ascensor,no,983 282 718,'ESTUDIO NUEVO RONDILLA SLU - VALLADOLID Oficina Tecnocasa de VALLADOLID-.VENTA:.Piso en la zona de Rondilla; con 74 m2 construidos y 7...,,
2022-04-09,2022-04-09 16:23:55,97316502,Piso en calle de Tirso de Molina; Rondilla - Santa Clara; Valladolid,124.000,/inmueble/97316502/,2,59,Planta 6ª,interior con ascensor,yes,983 985 243,Gran oportunidad de venta de vivienda al principio de la calle tirso de molina..Portal reformado sin barreras arquitectonicas..Muy lumi...,inmobiliaria torrecilla,/pro/inmobiliaria-torrecilla/
2022-04-09,2022-04-09 16:23:55,95641343,Piso en Olmo; 7; Rondilla - Santa Clara; Valladolid,99.000,/inmueble/95641343/,3,80,Planta 6ª,exterior con ascensor,yes,983 281 785,INMOBILIARIA ESTUDIO RONDILLA. Vivienda en venta junto a la avenida de Palencia. En zona totalmente consolidada con diversos comercios; c...,,
2022-04-09,2022-04-09 16:23:55,97161369,Piso en calle Portillo de Balboa; Rondilla - Santa Clara; Valladolid,138.000,/inmueble/97161369/,3,93,Planta 5ª,exterior con ascensor,yes,983 982 910,Amplia y luminosa vivienda para reformar; con excelente altura y orientación este oeste; en buena zona de la Rondilla; entre la Calle Lin...,,
2022-04-09,2022-04-09 16:23:58,97212750,Piso en calle Portillo de Balboa; Rondilla - Santa Clara; Valladolid,105.000,/inmueble/97212750/,3,87,Planta 2ª,exterior con ascensor,yes,983 283 258,Estupendo piso en la calle Portillo de Balboa de 87m2; el piso consta de 3 dormitorios (uno un poco mas grande que los otros dos); un cua...,JC INMOBILIARIA,/pro/jc-inmobiliaria-1/
2022-04-09,2022-04-09 16:23:58,95836631,Piso en calle del Soto; Rondilla - Santa Clara; Valladolid,79.800,/inmueble/95836631/,3,74,Planta 2ª,exterior con ascensor,yes,983 282 709,PISO TOTALMENTE EXTERIOR EN LA MEJOR ZONA DE RONDILLA.Situado en una de las calles más valoradas del barrio de la Rondilla; en zona come...,SIAVA INMOBILIARIA,/pro/siava/
2022-04-09,2022-04-09 16:23:58,97301064,Piso en calle de Linares; Rondilla - Santa Clara; Valladolid,67.000,/inmueble/97301064/,3,64,,exterior con ascensor,yes,983 984 032,Sotocasa vende piso en calle Linares; se trata de una vivienda de tres dormitorios; salón; cocina y baño. Es una planta baja y el bloque...,Sotocasa,/pro/sotocasa/
2022-04-09,2022-04-09 16:23:58,97092136,Piso en calle Nebrija; Rondilla - Santa Clara; Valladolid,125.000,/inmueble/97092136/,3,78,Planta 5ª,exterior con ascensor,yes,983 283 475,AVIVA INVERSIONES INMOBILIARIAS VENDE piso en el barrio de la Rondilla; Valladolid; con una superficie de 70 m2 útiles.AVIVA INVERSIONE...,,
2022-04-09,2022-04-09 16:23:58,96961398,Piso en calle del Cardenal Torquemada; 29; Rondilla - Santa Clara; Valladolid,136.000,/inmueble/96961398/,3,88,Planta 5ª,exterior con ascensor,yes,983 283 206,Se vende piso totalmente reformado; la vivienda cuenta con 88 metros construidos y 82 útiles; distribuidos de la siguiente manera: Consta...,,
2022-04-09,2022-04-09 16:23:58,94880727,Piso en calle Serafín; Rondilla - Santa Clara; Valladolid,110.000,/inmueble/94880727/,3,56,Planta 5ª,exterior con ascensor,yes,983 982 910,Vivienda con excelente relación calidad-precio-zona para entrar a vivir en la Rondilla. Ideal como vivienda habitual por su cercanía haci...,,
2022-04-09,2022-04-09 16:23:58,91309226,Piso en calle Gonzalez Dueñas; Rondilla - Santa Clara; Valladolid,113.000,/inmueble/91309226/,2,57,Planta 2ª,exterior con ascensor,yes,983 982 910,Vivienda reformada con excelentes calidades a 1 minuto andando de la Avenida de Palencia..Piso de 57 metros construidos. 2 dormitorios....,,
2022-04-09,2022-04-09 16:23:58,97166721,Piso en Rondilla - Santa Clara; Valladolid,105.000,/inmueble/97166721/,3,87,Planta 4ª,exterior con ascensor,yes,983 985 243,Se vende piso en la rondilla en la calle portillo de balboa de 82m construidos y 78 utiles; cerca del paseo del cauce y universidades..Di...,inmobiliaria torrecilla,/pro/inmobiliaria-torrecilla/
2022-04-09,2022-04-09 16:23:58,97292680,Piso en avenida Palencia; 15; Rondilla - Santa Clara; Valladolid,162.000,/inmueble/97292680/,4,120,Planta 4ª,exterior con ascensor,yes,983 283 057,Oportunidad vivienda en Avenida Palencia de cuatro dormitorios; un baño; muy soleado; parquet; cocina amueblada. FINANCIAMOS LA COMPRA DE...,Inmobiliaria las llaves de mi piso,/pro/inmobiliaria-las-llaves-de-mi-piso/
2022-04-09,2022-04-09 16:23:58,96945941,Piso en calle Portillo de Balboa; 46; Rondilla - Santa Clara; Valladolid,105.000,/inmueble/96945941/,3,85,Planta 4ª,exterior con ascensor,yes,983 283 265,Bonito piso en venta en la calle Portillo de Balboa. Vivienda exterior y en buen estado para entrar a vivir de 85 metros construidos y un...,LLAVEOLID GESTION INMOBILIARIA,/pro/llaveolid/
2022-04-09,2022-04-09 16:23:58,96804777,Piso en Oración; Rondilla - Santa Clara; Valladolid,84.900,/inmueble/96804777/,2,70,Planta 1ª,exterior con ascensor,yes,983 282 718,"""Agencia inmobiliaria de VALLADOLID zona UNIVERSIDADES - HOSPITAL - LA RONDILLA - SANTA CLARA"" - VENDE - PISO- de 70 m2 construidos; 63 m...",,
2022-04-09,2022-04-09 16:23:58,96692773,Piso en calle Moradas; Rondilla - Santa Clara; Valladolid,88.000,/inmueble/96692773/,3,66,Planta 3ª,exterior con ascensor,yes,983 985 243,Estupenda vivienda exterior para reformar..Al principio de la calle moradas.distribuida en 3 habitaciones; salón con galería cubierta;...,inmobiliaria torrecilla,/pro/inmobiliaria-torrecilla/
2022-04-09,2022-04-09 16:23:58,95158692,Piso en calle Serafín; 1; Rondilla - Santa Clara; Valladolid,89.000,/inmueble/95158692/,3,60,Planta 1ª,exterior con ascensor,yes,983 985 786,Rondilla; piso de 60 m2; de 3 dormitorios; SALÓN con salida a un balcón; baño y cocina totalmente amueblada con electrodomésticos y salid...,Proremar inmuebles sl,/pro/proremar/
2022-04-09,2022-04-09 16:23:58,94706068,Piso en calle de Linares; Rondilla - Santa Clara; Valladolid,182.000,/inmueble/94706068/,3,92,Planta 3ª,exterior con ascensor,yes,983 984 032,SOTOCASA VENDE PISO CON GARAJE EN PERFECTO ESTADO AL PRINCIPIO DE CALLE LINARES; JUNTO A AVENIDA PALENCIA. Se trata de una tercera planta...,Sotocasa,/pro/sotocasa/
2022-04-09,2022-04-09 16:23:58,96738924,Piso en Rondilla - Santa Clara; Valladolid,135.000,/inmueble/96738924/,3,80,Planta 5ª,exterior con ascensor,yes,983 985 243,Se vende piso reformado en la calle cardenal torquemada de 75m útiles con mucha luz..Distribuido en tres dormitorios; salón comedor; coci...,inmobiliaria torrecilla,/pro/inmobiliaria-torrecilla/
2022-04-09,2022-04-09 16:23:58,96586851,Piso en Rondilla - Santa Clara; Valladolid,138.000,/inmueble/96586851/,3,105,Planta 5ª,exterior con ascensor,yes,983 985 243,Fantastica vivienda en portillo de balboa; junto a calle linares. Inmejorable situación dentro del barrio de rondilla..Cuenta con una sup...,inmobiliaria torrecilla,/pro/inmobiliaria-torrecilla/
2022-04-09,2022-04-09 16:23:58,95971749,Piso en calle González Dueñas; Rondilla - Santa Clara; Valladolid,111.900,/inmueble/95971749/,2,62,Planta 2ª,exterior con ascensor,yes,983 984 032,SOTOCASA VENDE Bonito apartamento muy bien situado y reformado con materiales de alta calidad..Completamente aislado térmica-acústicament...,Sotocasa,/pro/sotocasa/
2022-04-09,2022-04-09 16:23:58,97147705,Piso en calle Portillo de Balboa; Rondilla - Santa Clara; Valladolid,105.000,/inmueble/97147705/,3,76,Planta 4ª,exterior con ascensor,yes,983 982 910,Vivienda con excelente relación calidad-precio-zona en la Rondilla. Situada en muy buena zona; cerca del Paseo del Cauce; del parque Ribe...,,
2022-04-09,2022-04-09 16:23:58,94080745,Piso en Rondilla - Santa Clara; Valladolid,138.000,/inmueble/94080745/,3,93,Planta 5ª,con ascensor,yes,983 282 709,Piso exterior muy luminoso ideal para vivienda o inversión..Situado en una de las mejores calles de la Rondilla; muy próximo a zona de F...,SIAVA INMOBILIARIA,/pro/siava/
